Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes)
2017-B-SC-028,2017-036N,"(COMPASS 2, QB50 DE04)",Belgium,2017-06-23,Scientific measurement of different zones of the thermosphere through a network of CubeSats carrying various instruments.,decayed,/osoindex/data/documents/be/st/stsgser.e809.html,T,,2023-06-24,Notification of dragsail deployment failure and estimated orbital lifetime of 5.43 years by Belgium in ST/SG/SER.E/809/Add.1.,,,,,,,
2017-B-SC-032,2017-036D,(QB50 LT01),Belgium,2017-06-23,Scientific measurement of different zones of the thermosphere through a network of CubeSats carrying various instruments.,decayed,/osoindex/data/documents/be/st/stsgser.e809.html,T,,2023-04-04,------,,,,,,,
2017-B-SC-027,2017-036AB,(QB50 CZ02),Belgium,2017-06-23,Scientific measurement of different zones of the thermosphere through a network of CubeSats carrying various instruments.,decayed,/osoindex/data/documents/be/st/stsgser.e809.html,T,,2023-06-06,------,,,,,,,
2017-B-SC-029,2017-036A,(QB50-GB03),Belgium,2017-06-23,Scientific measurement of different zones of the thermosphere through a network of CubeSats carrying various instruments.,decayed,/osoindex/data/documents/be/st/stsgser.e809.html,T,,2023-11-19,------,,,,,,,
2017-B-SC-026,2017-036Y,(QB50 BE06),Belgium,2017-06-23,Scientific measurement of different zones of the thermosphere through a network of CubeSats carrying various instruments.,decayed,/osoindex/data/documents/be/st/stsgser.e809.html,T,,2023-05-31,,,,,,,,
42785,2017-036W,,United Kingdom,2017-06-23,"Green Diamond is part of the ""Three Diamonds"" constellation operated by Sky and Space Global, to
demonstrate narrowband communication services",decayed,/osoindex/data/documents/gb/st/stsgser.e822.html,T,,2024-04-02,State of registry notes that exact time of re-entry is unknown in ST/SG/SER.E/822/Add.1.,,,,,,,
42783,2017-036U,,United Kingdom,2017-06-23,"Red Diamond is part of the ""Three Diamonds"" constellation operated by Sky and Space Global, to
demonstrate narrowband communication services",decayed,/osoindex/data/documents/gb/st/stsgser.e822.html,T,,2024-04-26,-------,,,,,,,
42786,2017-036X,,United Kingdom,2017-06-23,"Blue Diamond is part of the ""Three Diamonds"" constellation operated by Sky and Space Global, to demonstrate narrowband communication services",decayed,/osoindex/data/documents/gb/st/stsgser.e822.html,T,,2024-04-16,State of registry notes that exact time of re-entry is unknown in ST/SG/SER.E/822/Add.1.,,,,,,,
2017-B-SC-030,2017-036F,(QB50 GB06),Belgium,2017-06-23,Scientific measurement of different zones of the thermosphere through a network of CubeSats carrying various instruments.,decayed,/osoindex/data/documents/be/st/stsgser.e809.html,T,,2017-09-03,------,,,,,,,
3466-2017-005,2017-037A,,Russian Federation,2017-06-23,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e814.html,T,,2021-12-23,------,,,,,,,
2016-001SK,2017-036AA,,Slovakia,2017-06-23,"Amateur radio activities, tests of technologies and scientific and technological experiments",in orbit,/osoindex/data/documents/sk/st/stsgser.e818.html,T,,,Notification by State of registry that space object was no longer functional as of January 2019 in ST/SG/SER.E/818/Add.1.,,,,,,,
2017-036E,2017-036E,,Japan,2017-06-23,Technical mission is demonstration of Earth observation.,decayed,/osoindex/data/documents/jp/st/stsgser.e846.html,T,,2025-05-20,------,,,,,,,
BG-2017-01,2017-038A,,Bulgaria,2017-06-23,Ku-band telecommunications ,in GSO,/osoindex/data/documents/bg/st/stsgser.e1295.html,T,+1.90 degrees East,,The registration submission for this space object is presently being processed by the United Nations Secretariat.,http://www.bulgariasat.com,,,35797.17,35774.84,0.02,1436.07
2017-034C,2017-034C,,Uruguay,2017-06-15,Commercial Earth Observation,in orbit,/osoindex/data/documents/uy/st/stsgser.e843.html,T,,,------,,,,,,,
3465-2017-004,2017-033A,,Russian Federation,2017-06-14,"Delivery to the International Space Station of fuel, water, oxygen, air, food, scientific equipment and other expendable materials required for the crew, scientific experiments and operation of the Station",deorbited,/osoindex/data/documents/ru/st/stsgser.e814.html,T,,2017-12-28,------,,,,,,,
M2017-001,1998-067MW,,Mongolia,2017-06-03,"The Mazaalai satellite is part of the Birds-1 satellite constellation. The Birds-1 project is intended to help universities in non-spacefaring countries get satellites into space. The satellite performs experiments, including self-location by means of the Global Positioning System, air density measurements and investigations of cosmic radiation. The satellite also broadcasts the national anthem of Mongolia into space and captures images of Earth using two on-board cameras with different resolutions.
",decayed,/osoindex/data/documents/mn/st/stsgser.e827.html,T,,2019-05-11,Date of launch provided is date of launch of cargo vehicle Dragon CRS-11. Date of deployment from the ISS is 7 July 2017.,,,,,,,
2017-B-SC-025,1998-067MM,(QB50 UA01),Belgium,2017-05-26,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-02-05,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-011,1998-067MP,(QB50 CA03),Belgium,2017-05-26,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2018-11-14,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-007,1998-067ML,(QB50 AU03),Belgium,2017-05-26,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2018-11-24,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-021,1998-067MR,(QB50 TR01),Belgium,2017-05-26,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-04-27,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-015,1998-067MQ,(QB50 CN04),Belgium,2017-05-26,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-06-26,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
3464-2017-003,2017-027A,,Russian Federation,2017-05-25,Intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in orbit,/osoindex/data/documents/ru/st/stsgser.e810.html,T,,,------,,,,,,,
2017-B-SC-018,1998-067MJ,(QB50 FI01),Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-02-06,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-017,1998-067MH,(QB50 ES01),Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-02-16,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-013,1998-067ME,"(ZIDINGXIANG 1, QB50 CN02)",Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-03-28,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-005,1998-067MK,(QB50 AU01),Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-03-21,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-006,1998-067MC,(QB50 AU02),Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2018-12-03,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-010,1998-067MD,(QB50 GR01),Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2018-08-26,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-014,1998-067MB,(QB50 CN03),Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-07-20,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-009,1998-067MF,(QB50 AZ02),Belgium,2017-05-25,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2020-04-25,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-022,1998-067LY,(QB50 FR05),Belgium,2017-05-18,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-03-01,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-012,1998-067LX,(QB50 GR02),Belgium,2017-05-18,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2018-11-12,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-020,1998-067LZ,(QB50 IL01),Belgium,2017-05-18,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2018-12-22,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-008,1998-067LU,(QB50 AZ01),Belgium,2017-05-18,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-06-02,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-019,1998-067LQ,"(XCUBESAT, QB50 FR01)",Belgium,2017-05-17,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-02-04,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-023,1998-067LH,(QB50 TR02),Belgium,2017-05-16,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-02-28,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-016,1998-067LJ,(QB50 DE02),Belgium,2017-05-16,Scientific measurement of different zones of the thermosphere through a network of cubesats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-03-19,Both date of launch of carrier vehicle (18/04/2017) and date of deployment provided by State of registry. Stated date of launch is date of deployment from the ISS.,,,,,,,
2017-B-SC-024,1998-067LP,,Belgium,2017-05-16,Scientific measurement of different zones of the thermosphere through a network of CubeSats carrying various instruments,decayed,/osoindex/data/documents/be/st/stsgser.e808.html,T,,2019-05-08,Date of launch is date of deployment from the ISS.,,,,,,,
3463-2017-002,2017-020A,,Russian Federation,2017-04-20,"Delivery to the International Space Station of the crew of Expeditions 51 and 52, consisting of the commander of the manned transport vehicle Fëdor Nikolaevich Yurchikhin (Russian Federation) and flight engineer Jack Fischer (NASA)",recovered,/osoindex/data/documents/ru/st/stsgser.e806.html,T,,2017-09-03,------,,,,,,,
98067LV,1998-067LV,,Republic of Korea,2017-04-18,Low Earth atmosphere study (as part of the QB50 project),decayed,/osoindex/data/documents/kr/st/stsgser.e805.html,T,,2018-09-23,Deployed from the ISS on 18 May 2015 UTC.,,,,,,,
TK 1,2017-012A,,China,2017-03-02,Remote sensing and communication,decayed,/osoindex/data/documents/cn/st/stsgser.e856.html,T,,2023-07-07,------,,,,,,,
3462-2017-001,2017-010A,,Russian Federation,2017-02-22,"Delivery to the ISS of fuel, consumables and various goods to support the functioning of the ISS",deorbited,/osoindex/data/documents/ru/st/stsgser.e813.html,T,,2017-07-20,------,,,,,,,
ROLEU.ESP11,2017-006A,,Spain,2017-01-28,Development of space capabilities for telecommunications services,in GSO,/osoindex/data/documents/es/st/stsgser.e863.html,T,-036.0 degrees East,,------,,,,35790.17,35782.67,0.01,1436.09
